battery_capacity,current_battery_level,charging_power,temperature,charging_station_type,charging_time_minutes
72,14,234,1,DC_Fast,30.0
67,82,157,30,AC_Slow,30.0
47,27,292,24,DC_Fast,30.0
40,30,112,-5,DC_Fast,30.0
76,81,37,10,AC_Slow,30.0
61,83,115,42,DC_Fast,30.0
45,60,125,15,AC_Slow,30.0
60,50,20,45,DC_Fast,120.279710401591
71,33,231,-10,AC_Slow,30.0
74,33,15,6,DC_Fast,246.976351389472
54,47,207,24,DC_Fast,30.0
44,53,206,16,AC_Slow,30.0
99,66,102,39,DC_Fast,30.0
95,68,120,39,AC_Slow,30.0
85,43,285,-9,AC_Slow,30.0
89,84,236,25,DC_Fast,30.0
87,32,115,-10,DC_Fast,30.0
45,52,16,-1,DC_Fast,96.83407294883676
64,49,25,20,AC_Slow,97.48713273333493
95,56,131,46,AC_Slow,30.0
85,50,289,26,AC_Slow,30.0
98,56,125,-6,AC_Slow,30.0
95,29,128,30,DC_Fast,42.138736440415926
79,86,37,35,AC_Slow,30.0
68,74,174,42,AC_Slow,30.0
46,77,81,2,DC_Fast,35.34821831019781
79,33,301,34,DC_Fast,30.0
52,45,334,48,DC_Fast,30.0
77,54,67,13,AC_Slow,53.59070277702228
57,11,274,16,DC_Fast,30.0
41,37,220,-10,DC_Fast,30.0
47,35,194,38,AC_Slow,30.0
50,32,79,9,AC_Slow,32.4868012800777
72,88,178,-3,AC_Slow,30.0
93,45,71,-8,AC_Slow,61.961570600561906
77,15,97,38,DC_Fast,45.51772702223285
87,44,57,21,AC_Slow,80.57395980039975
66,47,98,48,DC_Fast,30.0
59,44,117,33,DC_Fast,32.07507135306949
51,83,233,46,AC_Slow,30.0
82,62,254,46,AC_Slow,30.0
70,47,213,14,AC_Slow,30.0
66,68,186,14,AC_Slow,30.0
71,52,271,39,DC_Fast,30.0
49,13,285,3,AC_Slow,30.0
42,14,159,32,AC_Slow,30.0
84,77,87,16,DC_Fast,30.0
66,54,190,37,DC_Fast,30.0
74,89,143,21,DC_Fast,30.0
70,34,59,16,AC_Slow,50.322221017324566
54,87,23,-7,DC_Fast,30.0
55,20,271,39,DC_Fast,30.0
52,38,146,28,DC_Fast,30.0
88,43,320,0,AC_Slow,30.0
74,23,168,37,DC_Fast,30.140336942629354
91,33,256,37,AC_Slow,30.0
50,68,236,-8,DC_Fast,30.0
98,48,301,14,DC_Fast,30.0
60,35,64,44,DC_Fast,35.207037179892424
90,52,26,13,DC_Fast,121.29148376371383
93,45,130,-2,DC_Fast,49.50858395555338
50,48,107,-3,DC_Fast,30.0
69,70,225,28,AC_Slow,30.0
99,25,114,20,AC_Slow,48.978139385565136
87,68,62,46,AC_Slow,31.175146097193323
92,15,69,48,DC_Fast,90.71376009750153
74,65,62,6,AC_Slow,30.0
61,17,162,32,DC_Fast,30.0
77,36,80,20,AC_Slow,53.88175795219086
70,80,23,-7,DC_Fast,58.91458988302604
53,36,194,-7,AC_Slow,30.0
63,55,254,26,DC_Fast,30.0
89,50,83,-3,DC_Fast,31.69216920595221
88,88,88,31,AC_Slow,30.0
71,34,176,38,DC_Fast,34.605219826144825
75,27,216,-5,AC_Slow,30.0
71,21,153,-2,AC_Slow,30.0
94,60,14,31,AC_Slow,231.31733125082908
54,48,34,-3,AC_Slow,65.32465238374243
82,19,284,21,DC_Fast,30.0
97,83,59,4,AC_Slow,30.0
74,86,131,7,DC_Fast,30.0
42,63,184,12,DC_Fast,34.29744112321049
55,38,236,-6,DC_Fast,30.0
44,50,97,39,AC_Slow,30.0
60,18,12,16,DC_Fast,306.73002397310154
49,72,251,22,DC_Fast,30.0
58,86,335,-9,AC_Slow,30.0
64,46,200,48,DC_Fast,30.0
43,23,167,31,DC_Fast,30.0
68,82,44,27,DC_Fast,30.0
58,81,258,48,DC_Fast,30.0
82,48,89,17,DC_Fast,30.0
41,49,276,13,AC_Slow,30.0
49,63,82,40,AC_Slow,30.78299394272115
82,12,217,10,AC_Slow,30.0
64,64,308,20,AC_Slow,30.0
59,42,259,0,AC_Slow,30.0
87,80,95,39,DC_Fast,30.0
58,28,197,17,AC_Slow,30.0
62,43,257,37,DC_Fast,30.0
63,87,282,29,DC_Fast,30.0
50,59,147,-7,AC_Slow,30.0
85,56,248,32,AC_Slow,30.0
73,55,216,31,DC_Fast,30.0
94,65,199,5,DC_Fast,30.0
67,66,274,1,AC_Slow,30.0
44,60,333,11,AC_Slow,30.0
98,63,23,24,DC_Fast,110.25093153439576
44,37,44,32,DC_Fast,30.0
90,28,102,45,AC_Slow,59.409263027013964
60,36,8,5,AC_Slow,370.8051695985991
51,57,37,13,AC_Slow,56.575844302237286
89,28,303,24,DC_Fast,30.0
43,60,169,17,DC_Fast,30.0
93,16,31,46,DC_Fast,177.98428209423972
88,38,177,31,DC_Fast,30.0
81,52,341,18,AC_Slow,30.0
59,78,117,10,AC_Slow,30.0
77,67,99,37,DC_Fast,30.0
64,17,323,47,DC_Fast,30.0
53,51,237,14,AC_Slow,30.0
50,85,138,28,DC_Fast,30.0
71,51,128,20,AC_Slow,33.32354973636877
50,22,327,4,AC_Slow,30.0
57,35,120,36,DC_Fast,30.440341900923812
66,27,17,31,DC_Fast,200.5169870395795
94,51,324,24,AC_Slow,30.0
93,60,169,27,AC_Slow,30.0
57,25,212,47,DC_Fast,30.0
95,12,89,39,DC_Fast,55.53195023904988
62,88,252,11,DC_Fast,30.0
50,54,60,49,AC_Slow,30.0
60,31,176,-6,DC_Fast,30.0
83,32,145,37,AC_Slow,30.0
44,68,136,2,AC_Slow,30.0
62,71,205,21,DC_Fast,30.0
80,77,293,-8,AC_Slow,30.0
98,63,313,4,DC_Fast,30.0
64,66,349,44,DC_Fast,30.0
80,32,183,16,DC_Fast,30.0
93,69,33,41,DC_Fast,79.90227872546393
49,82,311,16,DC_Fast,30.0
61,64,310,19,AC_Slow,30.0
58,89,40,-5,DC_Fast,30.0
40,72,113,14,AC_Slow,30.0
46,65,320,17,DC_Fast,30.0
43,64,150,11,DC_Fast,30.0
40,34,280,-7,DC_Fast,30.0
54,35,150,4,DC_Fast,30.0
79,58,172,15,AC_Slow,30.0
51,72,261,7,DC_Fast,30.0
61,54,279,-2,DC_Fast,30.0
61,82,91,41,DC_Fast,30.0
89,88,158,-7,AC_Slow,30.0
86,48,289,37,DC_Fast,30.0
56,74,319,39,AC_Slow,30.0
68,78,323,-6,DC_Fast,30.0
85,65,102,34,DC_Fast,30.0
53,18,215,-5,DC_Fast,30.0
89,79,52,47,DC_Fast,31.139583091240304
59,37,322,43,DC_Fast,30.0
89,54,278,40,DC_Fast,30.0
87,35,198,1,DC_Fast,32.11678023943219
72,37,256,20,AC_Slow,30.0
94,49,287,36,DC_Fast,31.534204642077558
98,24,266,-2,DC_Fast,35.59860541662292
82,15,266,-4,AC_Slow,30.0
54,36,35,18,DC_Fast,59.39966610180265
51,47,109,3,DC_Fast,30.0
79,77,316,40,AC_Slow,30.0
93,84,173,9,DC_Fast,30.0
59,73,240,37,DC_Fast,30.0
69,39,278,44,AC_Slow,30.0
77,12,347,21,AC_Slow,30.0
42,71,234,48,DC_Fast,30.0
67,21,27,45,AC_Slow,158.06639405443377
95,39,168,11,AC_Slow,30.0
65,47,285,25,AC_Slow,30.0
69,69,11,33,DC_Fast,114.93921498140386
52,47,214,7,DC_Fast,30.0
52,24,257,47,AC_Slow,30.0
41,27,137,29,AC_Slow,30.0
76,61,278,38,AC_Slow,30.0
88,38,110,14,AC_Slow,30.0
77,69,236,20,DC_Fast,30.0
41,30,37,45,DC_Fast,45.23578893387732
75,26,83,24,DC_Fast,58.49139665664665
93,27,39,15,DC_Fast,117.41661975680486
65,66,114,-7,AC_Slow,30.0
50,46,325,31,DC_Fast,30.0
47,69,67,37,AC_Slow,30.0
83,47,332,9,AC_Slow,30.0
79,21,301,23,AC_Slow,30.0
82,84,182,1,AC_Slow,30.0
61,82,236,5,DC_Fast,30.0
59,10,108,48,AC_Slow,56.76773153364166
47,67,298,31,AC_Slow,30.0
68,12,39,-6,AC_Slow,107.67025830780477
79,72,198,33,AC_Slow,30.0
65,30,178,24,DC_Fast,30.0
69,32,106,33,AC_Slow,42.43569392647762
56,18,328,16,DC_Fast,30.0
59,64,297,-10,AC_Slow,30.0
91,28,89,23,DC_Fast,67.95955256349123
94,71,205,32,AC_Slow,30.0
55,48,177,21,AC_Slow,30.0
85,85,33,33,DC_Fast,32.827615023355314
82,36,301,28,DC_Fast,30.0
46,55,60,22,DC_Fast,30.0
55,43,20,20,AC_Slow,125.22613111387159
84,42,144,49,DC_Fast,30.0
98,59,70,2,DC_Fast,36.92465981363322
86,29,151,34,AC_Slow,45.1008663571482
95,49,162,-9,DC_Fast,30.0
87,67,73,19,AC_Slow,30.0
66,40,27,-1,AC_Slow,125.63863937751762
92,47,194,12,DC_Fast,30.0
62,54,252,22,AC_Slow,30.0
63,50,313,28,AC_Slow,30.0
48,18,149,34,AC_Slow,30.0
74,18,309,45,AC_Slow,30.0
90,72,181,48,DC_Fast,30.0
59,88,199,18,DC_Fast,30.0
76,86,17,19,AC_Slow,50.20044238389008
81,31,170,23,DC_Fast,30.0
56,25,154,41,AC_Slow,30.0
86,41,345,28,DC_Fast,30.0
70,75,49,6,DC_Fast,30.0
94,23,178,11,AC_Slow,32.72802898902396
96,47,171,-6,AC_Slow,30.0
47,17,201,0,AC_Slow,33.990333213328974
54,30,210,11,AC_Slow,30.0
70,65,86,21,DC_Fast,30.0
92,55,72,13,AC_Slow,58.714747922803774
69,52,101,0,DC_Fast,30.0
85,55,171,0,DC_Fast,31.328755320559075
59,57,81,6,AC_Slow,36.24951802407794
99,79,241,21,DC_Fast,30.0
78,40,200,8,AC_Slow,37.9595517573329
92,42,295,16,AC_Slow,30.0
94,53,140,21,DC_Fast,44.20532001271822
51,80,312,14,AC_Slow,30.0
88,17,300,17,AC_Slow,30.0
56,82,40,29,AC_Slow,30.0
81,11,252,41,DC_Fast,30.0
69,26,258,16,DC_Fast,30.0
68,61,218,3,AC_Slow,30.0
58,54,256,31,AC_Slow,30.0
85,46,74,46,DC_Fast,30.0
50,51,238,28,DC_Fast,30.0
73,53,333,-9,AC_Slow,30.0
89,47,20,6,DC_Fast,161.79627672948638
46,15,178,-10,AC_Slow,30.0
83,77,191,34,AC_Slow,30.0
97,60,298,21,AC_Slow,30.0
73,44,229,8,DC_Fast,30.0
98,67,278,3,DC_Fast,30.0
59,66,16,20,DC_Fast,75.51144096229935
89,82,314,47,AC_Slow,30.0
77,15,223,7,DC_Fast,30.0
63,22,5,41,DC_Fast,692.4540847024373
49,68,115,3,AC_Slow,30.0
71,39,281,36,DC_Fast,30.0
91,11,133,3,AC_Slow,50.09984672175729
54,67,97,13,AC_Slow,30.0
76,45,43,-6,DC_Fast,83.79605889273009
59,81,320,5,DC_Fast,30.0
42,54,163,-6,AC_Slow,30.0
76,18,190,43,DC_Fast,31.194287595633128
96,74,260,2,DC_Fast,30.0
79,86,243,49,DC_Fast,30.0
47,59,108,5,AC_Slow,30.0
79,88,33,4,AC_Slow,30.0
83,41,93,20,DC_Fast,40.41535950460657
95,52,55,-6,AC_Slow,73.01337608121263
62,87,151,10,DC_Fast,30.0
79,63,318,19,DC_Fast,30.0
50,56,40,12,DC_Fast,37.99465132410445
85,23,288,27,DC_Fast,30.0
47,57,105,18,AC_Slow,33.93625699399613
68,64,111,2,DC_Fast,30.0
69,38,349,21,AC_Slow,30.0
95,56,295,37,AC_Slow,30.0
99,72,109,31,DC_Fast,30.0
49,28,225,16,DC_Fast,30.0
78,18,80,23,AC_Slow,84.883902890033
67,46,231,34,DC_Fast,30.0
88,61,88,38,DC_Fast,33.56850152080131
75,66,80,22,AC_Slow,33.89560645553924
52,37,253,-7,AC_Slow,30.0
71,45,259,7,AC_Slow,30.0
75,73,54,-5,DC_Fast,35.92556073750557
76,27,214,17,DC_Fast,30.0
65,44,162,33,AC_Slow,30.0
61,77,332,46,AC_Slow,30.0
43,87,237,47,DC_Fast,30.0
70,48,81,16,AC_Slow,33.66083059201256
57,17,227,15,AC_Slow,30.0
77,89,125,45,DC_Fast,30.0
63,24,314,9,AC_Slow,30.0
95,16,331,2,DC_Fast,30.0
62,26,345,17,AC_Slow,30.0
61,73,111,23,DC_Fast,33.231468368387006
41,21,245,38,DC_Fast,30.0
70,65,32,12,AC_Slow,57.17963953037298
94,55,196,-1,AC_Slow,30.0
50,56,253,40,AC_Slow,30.0
67,88,217,19,DC_Fast,30.0
85,25,25,11,AC_Slow,207.5479994774739
71,78,159,-6,DC_Fast,30.0
44,11,31,42,AC_Slow,102.07196229742803
77,63,81,33,DC_Fast,30.0
49,36,310,39,AC_Slow,30.0
79,40,61,-2,DC_Fast,37.76057625496504
85,50,123,32,DC_Fast,30.0
63,45,169,-7,DC_Fast,30.0
74,56,68,31,DC_Fast,30.0
83,52,52,-10,DC_Fast,38.88971237533556
87,74,154,23,DC_Fast,30.0
99,59,162,30,AC_Slow,30.0
62,10,160,44,DC_Fast,30.0
56,81,155,15,AC_Slow,30.0
40,66,229,7,AC_Slow,30.0
94,25,264,5,AC_Slow,30.0
70,37,260,12,AC_Slow,30.0
70,31,65,35,AC_Slow,51.48147839724166
81,50,264,25,AC_Slow,30.0
96,85,325,15,AC_Slow,30.0
94,28,166,-9,DC_Fast,30.0
81,59,35,33,AC_Slow,87.3272065314092
92,68,75,41,AC_Slow,38.26141899374795
95,78,6,-6,DC_Fast,245.8139809635286
73,43,54,18,DC_Fast,47.013605566341084
48,48,139,-7,AC_Slow,30.0
61,83,150,36,DC_Fast,30.0
52,16,183,24,AC_Slow,30.0
64,61,268,11,DC_Fast,30.0
87,69,315,38,AC_Slow,30.0
57,61,208,-3,DC_Fast,30.0
90,88,303,33,AC_Slow,30.0
51,33,191,10,DC_Fast,34.20662297210782
79,35,34,-3,AC_Slow,114.38236280690373
56,19,63,47,DC_Fast,59.962218446238225
54,26,13,41,DC_Fast,218.88246538848716
81,87,328,41,DC_Fast,30.0
54,11,171,-6,DC_Fast,30.0
54,86,341,10,DC_Fast,30.0
94,36,283,16,AC_Slow,30.0
78,82,195,27,AC_Slow,30.0
52,80,246,-6,AC_Slow,30.0
56,57,282,10,DC_Fast,30.0
71,83,158,-3,DC_Fast,30.0
48,18,164,11,DC_Fast,30.0
79,32,269,7,AC_Slow,30.0
59,80,239,-7,AC_Slow,30.0
65,82,203,-7,AC_Slow,30.0
66,36,37,26,DC_Fast,67.01768581678878
60,80,93,4,DC_Fast,30.0
57,52,99,27,DC_Fast,30.0
52,16,225,16,AC_Slow,30.0
55,72,73,10,DC_Fast,30.0
48,53,298,37,DC_Fast,30.0
51,48,241,35,DC_Fast,30.0
83,49,164,35,AC_Slow,30.0
77,16,324,37,AC_Slow,30.0
58,79,332,48,AC_Slow,30.0
99,34,280,43,DC_Fast,30.0
46,68,294,45,DC_Fast,30.0
96,22,46,-7,AC_Slow,129.1014540566802
74,71,70,0,DC_Fast,30.0
87,17,25,8,DC_Fast,197.73891209031834
57,54,339,46,DC_Fast,30.0
55,27,74,8,AC_Slow,43.01321263493636
94,69,265,16,AC_Slow,30.0
78,69,250,29,AC_Slow,30.0
43,11,327,31,DC_Fast,30.0
98,75,239,17,AC_Slow,30.0
64,23,276,-6,AC_Slow,30.0
71,57,103,37,AC_Slow,30.0
79,65,333,14,AC_Slow,30.0
52,21,39,-8,AC_Slow,74.85757656056944
84,64,343,15,DC_Fast,30.0
56,37,175,-1,DC_Fast,33.67389139344185
88,13,114,13,DC_Fast,42.889096391858544
76,45,299,18,DC_Fast,32.98122394546924
45,59,14,34,DC_Fast,83.07787209504785
58,12,206,-4,DC_Fast,30.0
52,10,261,33,AC_Slow,30.0
96,26,266,12,DC_Fast,30.0
99,80,185,35,DC_Fast,30.0
65,71,70,16,DC_Fast,30.0
53,57,298,31,DC_Fast,30.0
70,71,165,-2,DC_Fast,30.0
93,78,71,33,DC_Fast,30.0
43,28,104,45,DC_Fast,30.0
99,43,81,-8,DC_Fast,51.47914789209633
78,58,39,2,AC_Slow,73.45691371108812
47,89,49,-5,DC_Fast,30.0
64,56,154,48,DC_Fast,30.0
52,59,72,27,DC_Fast,30.0
71,35,258,10,DC_Fast,30.0
98,65,21,8,DC_Fast,119.99530447495451
77,87,265,14,AC_Slow,30.0
77,23,217,28,AC_Slow,30.0
95,87,317,-7,AC_Slow,30.0
67,34,260,11,AC_Slow,30.0
92,13,220,-6,AC_Slow,43.40156548639887
69,88,290,-10,DC_Fast,30.0
42,41,11,39,AC_Slow,181.45999797788255
67,87,203,6,AC_Slow,30.0
42,74,95,-2,AC_Slow,30.0
84,70,151,-2,AC_Slow,30.0
93,29,154,42,DC_Fast,30.0
73,83,56,13,DC_Fast,30.130398304225864
55,19,247,-1,AC_Slow,30.0
61,43,223,9,DC_Fast,30.0
71,70,10,6,DC_Fast,159.55509522838017
77,36,113,2,DC_Fast,30.0
47,49,70,18,DC_Fast,33.4642607486011
94,74,14,25,AC_Slow,150.24181731273825
47,42,206,12,DC_Fast,30.0
96,77,286,16,DC_Fast,30.0
45,80,218,7,AC_Slow,30.0
53,18,72,7,AC_Slow,58.36085744890818
71,25,251,43,DC_Fast,30.0
74,14,331,-2,AC_Slow,30.0
49,32,54,-8,AC_Slow,45.830884007768454
42,52,21,-4,AC_Slow,85.65376990516842
98,66,15,47,AC_Slow,174.57159981438923
51,60,313,4,DC_Fast,30.0
88,22,310,19,AC_Slow,30.0
98,33,128,-2,DC_Fast,30.0
70,20,229,48,AC_Slow,30.0
68,61,248,30,DC_Fast,30.0
44,26,322,16,AC_Slow,30.0
91,46,336,25,AC_Slow,30.0
64,22,33,7,AC_Slow,106.69216544731783
80,71,289,20,DC_Fast,30.0
70,17,63,6,DC_Fast,79.45962427942868
60,65,147,43,AC_Slow,30.0
97,79,330,42,AC_Slow,30.0
59,53,304,-5,AC_Slow,30.0
78,69,230,28,DC_Fast,30.0
61,50,168,14,DC_Fast,30.0
43,30,88,31,DC_Fast,30.0
52,51,317,31,DC_Fast,30.0
84,83,121,48,AC_Slow,30.0
81,83,324,27,DC_Fast,30.0
89,38,208,27,DC_Fast,30.0
88,89,298,20,AC_Slow,30.0
59,74,149,40,AC_Slow,30.0
91,26,31,18,DC_Fast,146.1553342581652
52,39,21,29,DC_Fast,118.57234633560567
56,35,67,-2,AC_Slow,44.811578631437335
93,62,271,-10,DC_Fast,30.0
75,28,68,5,AC_Slow,62.69459428395166
72,62,43,27,DC_Fast,49.352984648014754
40,26,134,12,DC_Fast,30.0
54,55,119,48,DC_Fast,30.0
52,62,49,-3,AC_Slow,42.92087517304971
56,73,220,36,DC_Fast,30.0
63,54,92,1,AC_Slow,30.0
97,58,340,-1,AC_Slow,30.0
47,28,181,5,DC_Fast,37.355767939084636
89,80,269,36,DC_Fast,30.0
66,74,109,32,DC_Fast,30.0
84,46,338,13,AC_Slow,30.0
62,79,305,28,DC_Fast,30.0
85,35,175,-3,AC_Slow,30.0
47,11,112,0,AC_Slow,39.41506102684173
47,68,165,30,DC_Fast,30.0
98,14,287,15,DC_Fast,30.0
65,46,44,-4,DC_Fast,56.039988751366955
86,40,30,4,DC_Fast,114.62306254902862
98,85,87,4,AC_Slow,30.0
52,57,177,37,DC_Fast,30.0
78,15,177,-8,AC_Slow,34.662946505823484
76,24,286,5,DC_Fast,30.0
88,24,74,4,AC_Slow,75.67144960643044
67,70,327,14,AC_Slow,30.0
64,25,10,22,AC_Slow,388.2310305183917
55,29,288,3,AC_Slow,30.0
94,86,199,13,DC_Fast,30.0
41,53,17,43,DC_Fast,69.65135428226759
93,51,67,0,DC_Fast,41.901657636797914
57,55,17,-8,DC_Fast,107.40997878496384
56,43,253,-2,AC_Slow,30.0
69,73,209,-5,DC_Fast,30.0
78,38,257,20,AC_Slow,30.0
52,12,44,44,AC_Slow,82.0040828262214
71,18,169,5,AC_Slow,30.0
89,84,35,0,AC_Slow,30.0
68,84,21,39,AC_Slow,30.0
85,34,141,6,AC_Slow,30.0
69,51,324,38,AC_Slow,30.0
57,55,317,-8,AC_Slow,30.0
52,82,169,48,AC_Slow,30.0
82,68,285,8,AC_Slow,30.0
60,30,227,13,AC_Slow,30.0
69,83,126,44,DC_Fast,30.0
60,31,82,36,AC_Slow,30.0
87,38,317,31,DC_Fast,30.0
94,72,331,-3,AC_Slow,30.0
56,82,92,38,AC_Slow,30.0
79,70,117,25,AC_Slow,32.94601067067734
58,73,104,29,AC_Slow,30.0
91,78,307,47,AC_Slow,30.0
54,49,243,-9,DC_Fast,30.0
48,84,115,12,DC_Fast,30.0
91,10,94,29,AC_Slow,85.51159197911618
49,74,143,19,AC_Slow,30.0
83,71,139,14,AC_Slow,30.0
70,63,16,-4,DC_Fast,105.04085959173607
92,69,248,17,DC_Fast,30.0
62,55,186,30,AC_Slow,30.0
91,14,199,39,AC_Slow,30.0
69,31,126,48,AC_Slow,30.0
72,62,57,6,DC_Fast,48.27351828316613
96,79,177,21,AC_Slow,30.0
91,41,183,-10,AC_Slow,30.62502443223325
48,20,297,16,AC_Slow,30.0
93,19,63,33,DC_Fast,65.53242610255941
86,48,58,25,AC_Slow,60.39639940239425
40,40,261,38,AC_Slow,30.0
83,21,249,-4,AC_Slow,30.0
74,89,153,45,DC_Fast,30.0
50,47,288,-8,DC_Fast,30.0
73,76,20,19,AC_Slow,70.28191238232331
55,75,180,-10,DC_Fast,30.0
48,61,32,40,AC_Slow,43.67887475730607
71,14,133,23,DC_Fast,57.13161500647955
54,20,227,27,AC_Slow,30.0
51,34,248,32,AC_Slow,30.0
72,44,242,44,AC_Slow,30.0
84,44,236,46,DC_Fast,30.0
53,31,330,42,DC_Fast,30.0
96,46,96,25,DC_Fast,30.0
96,64,7,22,AC_Slow,402.55129616690755
47,84,85,32,DC_Fast,30.0
47,81,48,5,AC_Slow,31.903542838352596
66,73,159,27,DC_Fast,30.0
51,29,28,0,AC_Slow,110.56224640446584
40,13,103,-3,AC_Slow,32.13754600821094
82,27,175,41,AC_Slow,30.0
79,60,152,-10,AC_Slow,30.0
81,77,127,3,DC_Fast,30.0
90,29,116,19,AC_Slow,49.6001733140423
50,18,134,10,DC_Fast,33.580490214000136
78,89,72,47,AC_Slow,30.0
82,35,320,10,AC_Slow,30.0
70,34,221,23,AC_Slow,30.0
56,77,100,27,DC_Fast,30.0
72,50,149,15,AC_Slow,30.0
71,68,37,30,AC_Slow,62.35413002850248
97,54,290,3,AC_Slow,30.0
68,50,9,43,AC_Slow,289.8583876268632
60,47,122,29,DC_Fast,30.0
60,28,144,47,AC_Slow,30.0
79,23,234,24,AC_Slow,30.0
62,30,164,31,AC_Slow,30.0
95,24,298,7,DC_Fast,30.0
45,12,253,9,DC_Fast,30.0
61,46,277,49,AC_Slow,30.0
89,55,190,-2,DC_Fast,30.0
77,25,44,30,AC_Slow,96.53358410323861
76,23,228,40,DC_Fast,30.865982631663652
84,18,156,49,AC_Slow,30.0
90,16,144,34,AC_Slow,38.52395217852234
93,23,132,22,DC_Fast,48.74016224655311
47,15,151,38,AC_Slow,30.0
80,24,289,-7,AC_Slow,33.24252199360497
88,61,222,-7,DC_Fast,30.0
74,81,224,48,AC_Slow,30.0
90,43,149,37,AC_Slow,48.115070650632816
50,10,333,49,AC_Slow,30.0
63,78,281,5,DC_Fast,30.0
88,29,246,36,DC_Fast,30.0
60,89,64,15,AC_Slow,30.0
90,16,102,-5,DC_Fast,49.950220352452774
41,16,335,26,AC_Slow,30.0
79,59,185,11,DC_Fast,30.0
58,11,118,31,DC_Fast,30.66102115250952
78,56,107,28,DC_Fast,30.0
67,23,340,-4,AC_Slow,32.92026412335656
98,40,323,31,DC_Fast,30.0
56,59,61,19,AC_Slow,36.66632865697711
45,70,289,-1,AC_Slow,30.0
58,50,133,46,DC_Fast,30.0
95,23,319,4,AC_Slow,30.0
77,14,90,-5,DC_Fast,59.84326587336395
67,84,204,13,AC_Slow,30.0
41,14,75,-9,AC_Slow,31.815455754669948
77,73,349,29,AC_Slow,30.0
94,38,102,46,DC_Fast,55.206989316408965
76,84,304,41,AC_Slow,30.0
90,14,180,4,DC_Fast,30.287115362439298
91,45,237,42,AC_Slow,30.0
43,88,79,10,AC_Slow,30.0
61,28,147,7,AC_Slow,30.0
65,73,27,-6,AC_Slow,59.775357723291904
88,31,185,14,DC_Fast,30.0
82,43,49,25,AC_Slow,69.33925557400579
75,65,96,-1,AC_Slow,30.0
97,26,273,40,AC_Slow,34.03240553871163
52,85,38,35,AC_Slow,30.0
91,65,170,12,DC_Fast,30.0
97,26,74,13,AC_Slow,76.79015885549768
71,83,200,34,DC_Fast,30.0
56,27,137,-1,AC_Slow,30.0
80,54,251,43,DC_Fast,30.0
75,87,172,-5,DC_Fast,30.0
94,65,281,2,AC_Slow,30.0
99,89,160,10,DC_Fast,30.0
85,59,27,21,AC_Slow,98.38197906886664
58,67,204,32,AC_Slow,30.0
97,27,279,43,DC_Fast,30.0
99,89,54,46,AC_Slow,30.0
74,16,190,4,AC_Slow,34.038338012847355
85,85,24,-9,DC_Fast,30.689903272260295
79,19,120,47,AC_Slow,31.209777622424433
95,78,96,48,AC_Slow,34.49047771421114
98,12,343,4,DC_Fast,30.0
67,53,57,40,DC_Fast,34.471875547857294
40,79,127,6,AC_Slow,30.0
81,23,345,9,AC_Slow,30.850221165152494
57,13,342,39,DC_Fast,30.0
87,27,269,-5,AC_Slow,30.0
79,61,8,4,DC_Fast,263.1026669604964
72,47,173,6,AC_Slow,30.0
51,89,285,45,DC_Fast,30.0
47,29,294,15,AC_Slow,30.0
63,53,77,11,AC_Slow,38.40254190502117
55,60,141,-2,DC_Fast,30.0
89,28,342,1,AC_Slow,30.0
43,77,260,11,DC_Fast,30.0
77,75,145,47,DC_Fast,30.0
83,22,212,12,DC_Fast,33.239701591741195
66,71,264,26,AC_Slow,30.0
48,70,267,3,AC_Slow,30.0
86,39,275,13,DC_Fast,30.0
55,39,42,-3,DC_Fast,66.44484082844082
95,60,207,15,DC_Fast,30.0
51,57,228,21,AC_Slow,30.0
70,42,56,46,DC_Fast,52.80320130383926
63,83,85,17,DC_Fast,30.0
94,28,215,21,AC_Slow,30.0
53,80,11,11,DC_Fast,70.18624393921002
84,66,49,38,AC_Slow,34.592609274640104
64,28,319,-2,DC_Fast,30.0
73,88,281,-8,DC_Fast,30.0
42,50,263,14,DC_Fast,30.0
97,51,146,28,AC_Slow,30.0
63,61,262,1,AC_Slow,30.0
93,13,289,18,AC_Slow,31.374220268850138
81,13,41,-8,DC_Fast,115.99082889065058
48,14,49,30,DC_Fast,31.605509916912546
65,50,124,35,DC_Fast,30.0
59,70,50,12,DC_Fast,30.0
79,84,144,12,AC_Slow,30.0
49,64,57,44,DC_Fast,30.0
58,84,305,7,DC_Fast,30.0
42,22,292,0,AC_Slow,30.0
63,23,278,25,DC_Fast,30.0
44,69,273,15,AC_Slow,30.0
42,81,283,-3,DC_Fast,30.0
97,34,66,17,AC_Slow,78.58055489919637
66,53,58,7,DC_Fast,38.89988423960731
55,19,73,2,AC_Slow,57.61592360875915
88,80,246,25,AC_Slow,30.0
54,59,274,31,DC_Fast,30.0
74,53,256,29,DC_Fast,30.0
51,23,288,33,AC_Slow,30.0
80,24,75,40,AC_Slow,69.07853077390853
92,25,327,1,DC_Fast,30.0
83,11,104,11,AC_Slow,57.363931050792075
65,39,65,49,DC_Fast,30.92292462605065
86,39,107,-9,DC_Fast,30.0
73,40,123,45,DC_Fast,30.0
62,86,21,29,DC_Fast,30.0
70,29,309,17,DC_Fast,30.0
89,58,195,2,DC_Fast,30.0
59,44,216,22,AC_Slow,30.0
51,32,82,-8,DC_Fast,31.684359637721343
62,70,50,23,AC_Slow,30.0
43,64,97,12,DC_Fast,30.0
